0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,-1,1,-1,1,-1,1,-1,1,-1,0,-1,0,-1,0,2,0,2,0,2,0,2,0,-1,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0.312,0.437,0.437,0.312
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,-1,1,-1,1,-1,1,-1,1,-1,0,2,0,-1,0,-1,0,2,0,-1,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0.312,0.187,0.437,0.062
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,-1,1,-1,1,-1,1,-1,1,-1,0,-1,0,2,0,-1,0,2,0,2,0,2,0,-1,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0.312,0.187,0.437,0.312
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,-1,1,-1,1,-1,1,-1,1,2,0,-1,0,-1,0,-1,0,-1,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0.312,0.687,0.437,0.562
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,-1,1,-1,1,-1,1,-1,1,-1,0,2,0,-1,0,-1,0,2,0,-1,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0.312,0.937,0.437,0.812
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,-1,1,-1,1,-1,1,-1,1,-1,0,-1,0,2,0,-1,0,2,0,2,0,-1,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0.312,0.437,0.437,0.312
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,-1,1,-1,1,-1,1,-1,1,2,0,-1,0,-1,0,-1,0,2,0,-1,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0.312,0.187,0.437,0.062
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,-1,1,-1,1,-1,1,-1,1,-1,0,2,0,-1,0,-1,0,2,0,2,0,-1,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0.312,0.437,0.437,0.312
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,-1,1,-1,1,-1,1,-1,1,-1,0,-1,0,2,0,-1,0,2,0,2,0,-1,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0.312,0.687,0.437,0.812
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,-1,1,-1,1,-1,1,-1,1,-1,0,-1,0,-1,0,2,0,2,0,2,0,2,0,-1,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0.312,0.187,0.437,0.062
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-1,1,0,1,0,1,0,1,0,1,-1,1,-1,1,-1,1,-1,1,2,0,-1,0,2,0,2,0,2,0,-1,0,-1,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0.312,0.437,0.437,0.562
0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,-1,1,-1,1,0,1,0,1,0,1,2,0,0,1,-1,1,-1,1,-1,1,-1,1,2,0,2,0,2,0,-1,0,-1,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0.437,0.562,0.562,0.687
0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,-1,1,-1,1,0,1,0,1,0,1,2,0,-1,1,-1,1,-1,1,2,0,0,1,2,0,2,0,-1,0,-1,1,-1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0.437,0.062,0.562,0.187
0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,-1,1,-1,1,0,1,0,1,-1,0,2,0,-1,1,-1,1,0,1,2,0,0,1,2,0,2,0,-1,1,-1,1,2,0,2,0,2,0,-1,0,2,0,2,0,2,0,2,0,2,0,0.312,0.687,0.437,0.562
0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,-1,1,-1,1,-1,1,0,0,-1,0,2,0,0,1,2,0,0,1,-1,1,0,1,-1,0,2,0,-1,1,-1,1,2,0,2,0,2,0,-1,0,2,0,2,0,2,0,2,0,2,0,0.187,0.312,0.312,0.187
